111	main	0	9	0	2.0	6.0
118	emit	0	10	0	3.0	12.0
128	emit_value	0	15	0	1.0	2.0
140	run	0	5	0	1.0	2.0
144	run_arguments	26	27	96.29629629629629	3.0	3.0
153	dispatch	14	15	93.33333333333333	3.0	3.0
163	reject_unknown_options	5	6	83.33333333333333	2.0	2.032
171	run_command	0	40	0	5.0	30.0
186	staged_run_command	9	38	23.68421052631579	6.0	7.333333333333336
217	trusted_transition_command	0	33	0	4.0	20.0
230	prepare_transition	0	19	0	5.0	30.0
238	execute_light_transition	0	40	0	4.0	20.0
265	construct_transition_audit	0	17	0	3.0	12.0
278	finish_transition	0	19	0	2.0	6.0
299	validate_transition_outputs	49	53	92.45283018867924	10.0	10.462962962962962
335	validate_transition_outputs	0	0	-1	1.0	1.0
343	trusted_heavy_run	0	21	0	2.0	6.0
383	begin_heavy_attempt	0	35	0	2.0	6.0
414	execute_heavy_attempt	0	21	0	2.0	6.0
438	admit_heavy_resume	0	17	0	2.0	6.0
459	execute_and_verify_heavy	0	31	0	4.0	20.0
492	finish_heavy_attempt	0	13	0	3.0	12.0
503	close_heavy_attempt	0	29	0	2.0	6.0
531	fail_heavy_attempt	0	41	0	2.0	6.0
565	elapsed_millis	0	3	0	1.0	2.0
570	reconcile_attempts_command	0	12	0	3.0	12.0
575	pre_heavy_audit_command	0	36	0	5.0	30.0
595	pre_heavy_audit_inputs	0	19	0	5.0	30.0
603	prepare_audit_ledger	0	5	0	1.0	2.0
607	select_pre_heavy_audit	0	14	0	3.0	12.0
619	audit_for_readable_light	0	15	0	3.0	12.0
638	build_or_failure_audit	0	17	0	3.0	12.0
662	audit_for_invalid_light	0	14	0	1.0	2.0
682	validate_package_command	0	32	0	5.0	30.0
695	execution_inputs	0	22	0	5.0	30.0
704	verified_execution	0	32	0	3.0	12.0
721	execution_claims	0	45	0	3.0	12.0
744	option_or	0	8	0	1.0	2.0
748	reconcile_command	5	21	23.80952380952381	3.0	6.796875
761	reconciliation_inputs	6	18	33.333333333333336	5.0	8.125
770	plan_command	6	23	26.08695652173913	4.0	6.0
777	plan_request	5	26	19.23076923076923	4.0	8.740740740740742
789	authorized_paths	0	17	0	4.0	20.0
799	planning_stage	8	13	61.53846153846154	5.0	5.072886297376093
808	planning_source	0	21	0	5.0	30.0
818	boundary	0	7	0	1.0	2.0
825	persist_plan	0	7	0	1.0	2.0
829	persist_named	0	16	0	4.0	20.0
841	write_plan_confined	19	20	95	3.0	3.0
854	confined_output_parent	35	39	89.74358974358974	6.0	6.5625
900	reserve_temporary_output	20	30	66.66666666666667	6.0	9.7078857421875
943	persist_reserved_output	22	40	55	3.0	3.9146666666666667
977	write_plan_confined	0	0	-1	1.0	1.0
985	receipt_command	5	30	16.666666666666668	4.0	10.154770848985725
997	receipt_envelope_command	0	30	0	4.0	20.0
1009	receipt_inputs	6	18	33.333333333333336	5.0	8.125
1018	receipt_artifacts	0	7	0	1.0	2.0
1024	ledger_command	6	27	22.22222222222222	5.0	12.40740740740741
1034	assurance_command	6	18	33.333333333333336	4.0	5.024
1040	parse_options	18	18	100	4.0	4.0
1052	insert_option	18	18	100	3.0	3.0
1064	reject_duplicate	5	5	100	1.0	1.0
1068	required	7	7	100	1.0	1.0
1072	read_json	0	9	0	2.0	6.0
1083	usage_error	4	4	100	1.0	1.0
