arm_id,site,year,live_biomass_year_end_kg_m2,flat_residue_year_end_kg_m2,current_flat_residue_year_end_kg_m2,previous_flat_residue_year_end_kg_m2,old_flat_residue_year_end_kg_m2,live_biomass_min_kg_m2,live_biomass_max_kg_m2,flat_residue_min_kg_m2,flat_residue_max_kg_m2,annual_live_decline_sum_kg_m2,annual_litter_transfer_kg_m2,annual_runoff_mm,annual_sediment_delivery_kg_m
hubbard_constant,HUBBARD_BROOK,34,0.164,1.383,1.383,0.0,0.0,0.164,0.164,1.383,1.383,0.0,0.0,53.8,0.0
hubbard_constant,HUBBARD_BROOK,35,0.164,1.3831,1.3831,0.0,0.0,0.164,0.164,1.383,1.3831,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,36,0.164,1.3831,1.3831,0.0,0.0,0.164,0.164,1.3831,1.3831,0.0,0.0,123.1,0.0
hubbard_constant,HUBBARD_BROOK,37,0.164,1.3832,1.3832,0.0,0.0,0.164,0.164,1.3831,1.3832,0.0,0.0,1.7,0.0
hubbard_constant,HUBBARD_BROOK,38,0.164,1.3832,1.3832,0.0,0.0,0.164,0.164,1.3832,1.3832,0.0,0.0,45.1,0.0
hubbard_constant,HUBBARD_BROOK,39,0.164,1.3833,1.3833,0.0,0.0,0.164,0.164,1.3832,1.3833,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,40,0.164,1.3833,1.3833,0.0,0.0,0.164,0.164,1.3833,1.3833,0.0,0.0,55.0,0.0
hubbard_constant,HUBBARD_BROOK,41,0.164,1.3833,1.3833,0.0,0.0,0.164,0.164,1.3833,1.3833,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,42,0.164,1.3834,1.3834,0.0,0.0,0.164,0.164,1.3833,1.3834,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,43,0.164,1.3834,1.3834,0.0,0.0,0.164,0.164,1.3834,1.3834,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,44,0.164,1.3835,1.3835,0.0,0.0,0.164,0.164,1.3834,1.3835,0.0,0.0,109.1,5.5
hubbard_constant,HUBBARD_BROOK,45,0.164,1.3835,1.3835,0.0,0.0,0.164,0.164,1.3835,1.3835,0.0,0.0,14.0,0.0
hubbard_constant,HUBBARD_BROOK,46,0.164,1.3836,1.3836,0.0,0.0,0.164,0.164,1.3835,1.3836,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,47,0.164,1.3836,1.3836,0.0,0.0,0.164,0.164,1.3836,1.3836,0.0,0.0,57.9,0.0
hubbard_constant,HUBBARD_BROOK,48,0.164,1.3836,1.3836,0.0,0.0,0.164,0.164,1.3836,1.3836,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,49,0.164,1.3837,1.3837,0.0,0.0,0.164,0.164,1.3836,1.3837,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,50,0.164,1.3837,1.3837,0.0,0.0,0.164,0.164,1.3837,1.3837,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,51,0.164,1.3838,1.3838,0.0,0.0,0.164,0.164,1.3837,1.3838,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,52,0.164,1.3838,1.3838,0.0,0.0,0.164,0.164,1.3838,1.3838,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,53,0.164,1.3839,1.3839,0.0,0.0,0.164,0.164,1.3838,1.3839,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,54,0.164,1.3839,1.3839,0.0,0.0,0.164,0.164,1.3839,1.3839,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,55,0.164,1.3839,1.3839,0.0,0.0,0.164,0.164,1.3839,1.3839,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,56,0.164,1.384,1.384,0.0,0.0,0.164,0.164,1.3839,1.384,0.0,0.0,54.0,0.0
hubbard_constant,HUBBARD_BROOK,57,0.164,1.384,1.384,0.0,0.0,0.164,0.164,1.384,1.384,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,58,0.164,1.3841,1.3841,0.0,0.0,0.164,0.164,1.384,1.3841,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,59,0.164,1.3841,1.3841,0.0,0.0,0.164,0.164,1.3841,1.3841,0.0,0.0,98.0,0.0
hubbard_constant,HUBBARD_BROOK,60,0.164,1.3842,1.3842,0.0,0.0,0.164,0.164,1.3841,1.3842,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,61,0.164,1.3842,1.3842,0.0,0.0,0.164,0.164,1.3842,1.3842,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,62,0.164,1.3843,1.3843,0.0,0.0,0.164,0.164,1.3842,1.3843,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,63,0.164,1.3843,1.3843,0.0,0.0,0.164,0.164,1.3843,1.3843,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,64,0.164,1.3843,1.3843,0.0,0.0,0.164,0.164,1.3843,1.3843,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,65,0.164,1.3844,1.3844,0.0,0.0,0.164,0.164,1.3843,1.3844,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,66,0.164,1.3844,1.3844,0.0,0.0,0.164,0.164,1.3844,1.3844,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,67,0.164,1.3845,1.3845,0.0,0.0,0.164,0.164,1.3844,1.3845,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,68,0.164,1.3845,1.3845,0.0,0.0,0.164,0.164,1.3845,1.3845,0.0,0.0,127.6,0.0
hubbard_constant,HUBBARD_BROOK,69,0.164,1.3846,1.3846,0.0,0.0,0.164,0.164,1.3845,1.3846,0.0,0.0,14.8,0.0
hubbard_constant,HUBBARD_BROOK,70,0.164,1.3846,1.3846,0.0,0.0,0.164,0.164,1.3846,1.3846,0.0,0.0,23.7,0.0
hubbard_constant,HUBBARD_BROOK,71,0.164,1.3846,1.3846,0.0,0.0,0.164,0.164,1.3846,1.3846,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,72,0.164,1.3847,1.3847,0.0,0.0,0.164,0.164,1.3846,1.3847,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,73,0.164,1.3847,1.3847,0.0,0.0,0.164,0.164,1.3847,1.3847,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,74,0.164,1.3848,1.3848,0.0,0.0,0.164,0.164,1.3847,1.3848,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,75,0.164,1.3848,1.3848,0.0,0.0,0.164,0.164,1.3848,1.3848,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,76,0.164,1.3849,1.3849,0.0,0.0,0.164,0.164,1.3848,1.3849,0.0,0.0,53.1,0.0
hubbard_constant,HUBBARD_BROOK,77,0.164,1.3849,1.3849,0.0,0.0,0.164,0.164,1.3849,1.3849,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,78,0.164,1.3849,1.3849,0.0,0.0,0.164,0.164,1.3849,1.3849,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,79,0.164,1.385,1.385,0.0,0.0,0.164,0.164,1.3849,1.385,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,80,0.164,1.385,1.385,0.0,0.0,0.164,0.164,1.385,1.385,0.0,0.0,55.9,0.0
hubbard_constant,HUBBARD_BROOK,81,0.164,1.3851,1.3851,0.0,0.0,0.164,0.164,1.385,1.3851,0.0,0.0,0.7,0.0
hubbard_constant,HUBBARD_BROOK,82,0.164,1.3851,1.3851,0.0,0.0,0.164,0.164,1.3851,1.3851,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,83,0.164,1.3852,1.3852,0.0,0.0,0.164,0.164,1.3851,1.3852,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,84,0.164,1.3852,1.3852,0.0,0.0,0.164,0.164,1.3852,1.3852,0.0,0.0,2.4,0.0
hubbard_constant,HUBBARD_BROOK,85,0.164,1.3853,1.3853,0.0,0.0,0.164,0.164,1.3852,1.3853,0.0,0.0,49.0,0.0
hubbard_constant,HUBBARD_BROOK,86,0.164,1.3853,1.3853,0.0,0.0,0.164,0.164,1.3853,1.3853,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,87,0.164,1.3853,1.3853,0.0,0.0,0.164,0.164,1.3853,1.3853,0.0,0.0,64.4,0.0
hubbard_constant,HUBBARD_BROOK,88,0.164,1.3854,1.3854,0.0,0.0,0.164,0.164,1.3853,1.3854,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,89,0.164,1.3854,1.3854,0.0,0.0,0.164,0.164,1.3854,1.3854,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,90,0.164,1.3855,1.3855,0.0,0.0,0.164,0.164,1.3854,1.3855,0.0,0.0,91.3,0.0
hubbard_constant,HUBBARD_BROOK,91,0.164,1.3855,1.3855,0.0,0.0,0.164,0.164,1.3855,1.3855,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,92,0.164,1.3856,1.3856,0.0,0.0,0.164,0.164,1.3855,1.3856,0.0,0.0,32.5,0.0
hubbard_constant,HUBBARD_BROOK,93,0.164,1.3856,1.3856,0.0,0.0,0.164,0.164,1.3856,1.3856,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,94,0.164,1.3856,1.3856,0.0,0.0,0.164,0.164,1.3856,1.3856,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,95,0.164,1.3857,1.3857,0.0,0.0,0.164,0.164,1.3856,1.3857,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,96,0.164,1.3857,1.3857,0.0,0.0,0.164,0.164,1.3857,1.3857,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,97,0.164,1.3858,1.3858,0.0,0.0,0.164,0.164,1.3857,1.3858,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,98,0.164,1.3858,1.3858,0.0,0.0,0.164,0.164,1.3858,1.3858,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,99,0.164,1.3859,1.3859,0.0,0.0,0.164,0.164,1.3858,1.3859,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,100,0.164,1.3859,1.3859,0.0,0.0,0.164,0.164,1.3859,1.3859,0.0,0.0,0,0
hubbard_hardwood_095,HUBBARD_BROOK,1,2.284,1.2696999999999998,0.1178,1.1519,0.0,1.382,2.404,1.1858,1.3816,0.1200000000000001,0.1202000000000001,0,0
hubbard_hardwood_095,HUBBARD_BROOK,2,3.113,1.2234,0.1608,0.0986,0.964,2.284,3.277,1.094,1.2696999999999998,0.16400000000000015,0.16385000000000016,0,0
hubbard_hardwood_095,HUBBARD_BROOK,3,3.87,1.2248999999999999,0.1997,0.1348,0.8904,3.113,4.074,1.0565,1.2389,0.20399999999999974,0.2037000000000002,0,0
hubbard_hardwood_095,HUBBARD_BROOK,4,4.632,1.2755,0.2392,0.169,0.8673,3.87,4.876,1.0641,1.2908,0.24400000000000066,0.24380000000000024,0,0
hubbard_hardwood_095,HUBBARD_BROOK,5,5.34,1.3395,0.2745,0.1998,0.8652,4.632,5.621,1.0997000000000001,1.3612,0.2810000000000006,0.28105000000000024,23.1,0.0
hubbard_hardwood_095,HUBBARD_BROOK,6,6.053,1.4284,0.3125,0.2287,0.8872,5.34,6.372,1.1461999999999999,1.4463,0.31899999999999995,0.31860000000000027,0,0
hubbard_hardwood_095,HUBBARD_BROOK,7,6.68,1.5533,0.345,0.2644,0.9439,6.053,7.031,1.2434,1.5716,0.351,0.3515500000000003,0,0
hubbard_hardwood_095,HUBBARD_BROOK,8,7.332,1.6739000000000002,0.3784,0.2878,1.0077,6.68,7.718,1.3336000000000001,1.6963000000000001,0.3860000000000001,0.38590000000000035,0,0
hubbard_hardwood_095,HUBBARD_BROOK,9,7.921,1.8225,0.4089,0.3196,1.094,7.332,8.338,1.4516,1.8454,0.4169999999999989,0.4169000000000003,0,0
hubbard_hardwood_095,HUBBARD_BROOK,10,8.472,1.9681000000000002,0.438,0.3433,1.1868,7.921,8.918,1.5716,1.99,0.44599999999999973,0.44590000000000035,0.2,0.0
hubbard_hardwood_095,HUBBARD_BROOK,11,9.011,2.1177,0.4646,0.3679,1.2852,8.472,9.486,1.702,2.1436,0.4750000000000014,0.47430000000000044,0,0
hubbard_hardwood_095,HUBBARD_BROOK,12,9.485,2.2620999999999998,0.4895,0.3889,1.3837,9.011,9.984,1.8235000000000001,2.2907,0.49900000000000055,0.4992000000000004,5.699999999999999,0.1
hubbard_hardwood_095,HUBBARD_BROOK,13,9.951,2.4188,0.5137,0.4123,1.4928,9.485,10.474,1.9594999999999998,2.4485,0.5229999999999997,0.5237000000000005,0,0
hubbard_hardwood_095,HUBBARD_BROOK,14,10.411,2.5558,0.5368,0.4288,1.5902,9.951,10.959,2.0831,2.5884,0.548,0.5479500000000005,0,0
hubbard_hardwood_095,HUBBARD_BROOK,15,10.874,2.7067,0.5609,0.4507,1.6951,10.411,11.446,2.2075,2.7405999999999997,0.5719999999999992,0.5723000000000005,0,0
hubbard_hardwood_095,HUBBARD_BROOK,16,11.241,2.839,0.5769,0.4688,1.7933,10.874,11.833,2.3447999999999998,2.8836999999999997,0.5920000000000005,0.5916500000000006,0,0
hubbard_hardwood_095,HUBBARD_BROOK,17,11.654,2.9610000000000003,0.6006,0.4797,1.8807,11.241,12.267,2.4324,3.003,0.6129999999999995,0.6133500000000005,0,0
hubbard_hardwood_095,HUBBARD_BROOK,18,12.071,3.0957,0.6239,0.5014,1.9704,11.654,12.706,2.5392,3.126,0.6349999999999998,0.6353000000000005,0,0
hubbard_hardwood_095,HUBBARD_BROOK,19,12.404,3.2149,0.6377,0.5194,2.0578,12.071,13.057,2.6618999999999997,3.2673,0.6530000000000005,0.6528500000000006,0,0
hubbard_hardwood_095,HUBBARD_BROOK,20,12.817,3.3072,0.6606,0.525,2.1216,12.404,13.491,2.7245,3.357,0.6739999999999995,0.6745500000000005,0,0
hubbard_hardwood_095,HUBBARD_BROOK,21,13.114,3.4432,0.6764,0.5527,2.2141,12.817,13.804,2.8489,3.4906,0.6899999999999995,0.6902000000000006,24.9,0.4
hubbard_hardwood_095,HUBBARD_BROOK,22,13.379,3.6073,0.6905,0.573,2.3438,13.114,14.083,3.0033,3.6516,0.7040000000000006,0.7041500000000006,0,0
hubbard_hardwood_095,HUBBARD_BROOK,23,13.6,3.7555,0.7023,0.5845,2.4687,13.379,14.315,3.141,3.7927,0.7149999999999999,0.7157500000000007,36.1,0.0
hubbard_hardwood_095,HUBBARD_BROOK,24,13.855,3.8521,0.7138,0.5869,2.5514,13.6,14.584,3.2369000000000003,3.9007,0.7289999999999992,0.7292000000000006,0,0
hubbard_hardwood_095,HUBBARD_BROOK,25,14.156,3.935,0.7263,0.5946,2.6141,13.855,14.901,3.3221000000000003,4.0024,0.7449999999999992,0.7450500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,26,14.356,4.0544,0.7423,0.6113,2.7008,14.156,15.111,3.3958,4.1048,0.7550000000000008,0.7555500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,27,14.595,4.11,0.7534,0.6146,2.742,14.356,15.363,3.4533,4.1556999999999995,0.7679999999999989,0.7681500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,28,14.801,4.2286,0.7621,0.6355,2.831,14.595,15.58,3.5730000000000004,4.2893,0.7789999999999999,0.7790000000000007,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,29,15.055,4.349,0.7775,0.6437,2.9278,14.801,15.847,3.6658,4.399,0.7919999999999998,0.7923500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,30,15.252,4.4296999999999995,0.7864,0.6514,2.9919,15.055,16.055,3.7559,4.4894,0.802999999999999,0.8027500000000007,21.3,0.3
hubbard_hardwood_095,HUBBARD_BROOK,31,15.471,4.5278,0.7986,0.6621,3.0671,15.252,16.285,3.8381,4.5821,0.8140000000000001,0.8142500000000007,20.7,0.0
hubbard_hardwood_095,HUBBARD_BROOK,32,15.645,4.6005,0.8068,0.6692,3.1245,15.471,16.469,3.9044,4.661,0.8240000000000016,0.8234500000000008,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,33,15.838,4.6708,0.8201,0.6753,3.1754,15.645,16.671,3.9485,4.7164,0.8330000000000002,0.8335500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,34,15.942,4.7283,0.824,0.6855,3.2188,15.838,16.781,4.0136,4.7751,0.8389999999999986,0.8390500000000007,51.0,2.2
hubbard_hardwood_095,HUBBARD_BROOK,35,16.163,4.7989,0.8367,0.6905,3.2717,15.942,17.013,4.0674,4.8421,0.8500000000000014,0.8506500000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,36,16.257,4.9107,0.8404,0.7097,3.3606,16.163,17.112,4.1787,4.9683,0.8549999999999969,0.8556000000000007,104.5,0.0
hubbard_hardwood_095,HUBBARD_BROOK,37,16.433,4.9918000000000005,0.8487,0.7091,3.434,16.257,17.298,4.2606,5.0529,0.8649999999999984,0.8649000000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,38,16.603,5.0311,0.8597,0.7093,3.4621,16.433,17.477,4.2756,5.0869,0.8739999999999988,0.8738500000000008,39.7,0.0
hubbard_hardwood_095,HUBBARD_BROOK,39,16.728,5.0535,0.8634,0.716,3.4741,16.603,17.609,4.307,5.122,0.8810000000000002,0.8804500000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,40,16.836,5.0657000000000005,0.8657,0.7176,3.4824,16.728,17.722,4.3444,5.1389000000000005,0.8860000000000028,0.8861000000000009,53.2,0.0
hubbard_hardwood_095,HUBBARD_BROOK,41,16.927,5.17,0.8774,0.7336,3.559,16.836,17.818,4.3914,5.2198,0.8910000000000018,0.8909000000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,42,17.006,5.2168,0.8804,0.736,3.6004,16.927,17.901,4.4517999999999995,5.2674,0.8949999999999996,0.8950500000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,43,17.089,5.2644,0.8807,0.7398,3.6439,17.006,17.988,4.5155,5.3299,0.8990000000000009,0.8994000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,44,17.183,5.2228,0.8818,0.7263,3.6147,17.089,18.088,4.503,5.310099999999999,0.9050000000000011,0.9044000000000009,103.89999999999999,3.9
hubbard_hardwood_095,HUBBARD_BROOK,45,17.224,5.2843,0.8883,0.7422,3.6538,17.183,18.131,4.5275,5.3446,0.907,0.9065500000000009,10.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,46,17.295,5.3044,0.8912,0.7419,3.6713,17.224,18.206,4.548,5.3681,0.9109999999999978,0.9103000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,47,17.372,5.3614,0.8939,0.7506,3.7169,17.295,18.286,4.6105,5.4444,0.9140000000000015,0.9143000000000009,53.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,48,17.558,5.3994,0.9094,0.7486,3.7414,17.372,18.482,4.6018,5.4492,0.9239999999999995,0.9241000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,49,17.674,5.4765,0.9113,0.7689,3.7963,17.558,18.604,4.702,5.5504999999999995,0.9299999999999997,0.9302000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,50,17.738,5.4665,0.9155,0.7573,3.7937,17.674,18.671,4.6864,5.527200000000001,0.9329999999999998,0.9335500000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,51,17.875,5.4854,0.9241,0.7639,3.7974,17.738,18.816,4.6838,5.5484,0.940999999999999,0.9408000000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,52,17.906,5.5268999999999995,0.9213,0.7759,3.8297,17.875,18.849,4.7513000000000005,5.6139,0.9430000000000014,0.9424500000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,53,17.938,5.5642000000000005,0.9271,0.773,3.8641,17.906,18.882,4.7622,5.6307,0.9440000000000026,0.9441000000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,54,17.938,5.55,0.9255,0.7706,3.8539,17.938,18.883,4.7533,5.6209,0.9450000000000003,0.9441500000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,55,17.986,5.5703000000000005,0.9262,0.7745,3.8696,17.938,18.933,4.7924,5.6435,0.9469999999999992,0.9466500000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,56,17.985,5.589,0.9284,0.775,3.8856,17.985,18.932,4.7974,5.6631,0.9469999999999992,0.9466000000000008,50.9,2.3
hubbard_hardwood_095,HUBBARD_BROOK,57,18.031,5.6208,0.929,0.7794,3.9124,17.985,18.98,4.8279,5.7081,0.9490000000000016,0.9490000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,58,18.129,5.6221,0.9376,0.7743,3.9102,18.031,19.083,4.808,5.6848,0.9539999999999971,0.9541500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,59,18.141,5.5958,0.9337,0.7775,3.8846,18.129,19.096,4.8169,5.6794,0.9550000000000018,0.9548000000000009,140.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,60,18.183,5.6736,0.9366,0.7904,3.9466,18.141,19.14,4.8907,5.7479,0.9570000000000007,0.9570000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,61,18.201,5.6589,0.9394,0.7791,3.9404,18.183,19.159,4.8551,5.7271,0.9579999999999984,0.9579500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,62,18.26,5.6771,0.9408,0.7863,3.95,18.201,19.221,4.8789,5.757899999999999,0.9609999999999985,0.9610500000000008,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,63,18.217,5.7226,0.9405,0.7925,3.9896,18.217,19.175,4.9218,5.796799999999999,0.958000000000002,0.9587500000000009,5.9,0.0
hubbard_hardwood_095,HUBBARD_BROOK,64,18.327,5.7624,0.9444,0.7918,4.0262,18.217,19.291,4.9632000000000005,5.8444,0.9639999999999986,0.9645500000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,65,18.344,5.7667,0.9492,0.7896,4.0279,18.327,19.309,4.9414,5.8283,0.9649999999999999,0.9654500000000009,0,0
